City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,razole,16.4833,81.8333,23.01,69,11,1.48,IN,1706670955
291,labrador city,52.9463,-66.9114,-11.01,59,100,7.72,CA,1706670961
292,san carlos de bariloche,-41.1456,-71.3082,14.86,55,0,2.57,AR,1706670964
293,susuman,62.7833,148.1667,-32.23,97,100,0.89,RU,1706670967
294,tazacorte,28.629,-17.9293,18.42,29,0,4.02,ES,1706670970
295,machico,32.7,-16.7667,18.34,79,20,0.51,PT,1706670973
296,cabaiguan,22.0789,-79.4992,15.15,72,0,1.68,CU,1706670976
297,robore,-18.3333,-59.75,24.85,72,11,2.05,BO,1706670979
298,nemuro,43.3236,145.575,-1.52,69,100,3.75,JP,1706670981
299,malvan,16.0667,73.4667,23.68,60,12,2.84,IN,1706670984
300,udachny,66.4167,112.4,-25.31,75,99,1.23,RU,1706670987
301,ephrata,40.1798,-76.1788,2.45,80,100,3.68,US,1706670991
302,bridlington,54.0831,-0.1919,3.41,90,47,0.45,GB,1706670994
303,chonchi,-42.6128,-73.8092,16.18,96,99,1.06,CL,1706670997
304,papao,-17.75,-149.55,29.81,81,80,3.16,PF,1706671001
305,bereznik,62.8551,42.7072,-3.46,91,76,2.92,RU,1706671003
306,viedma,-40.8135,-62.9967,23.39,66,2,3.45,AR,1706671006
307,howard springs,-12.497,131.047,32.77,78,92,4.25,AU,1706671009
308,launceston,-41.45,147.1667,24.08,33,27,4.63,AU,1706671013
309,sorong,-0.8833,131.25,28.72,74,18,1.48,ID,1706671016
310,eskisehir,39.7767,30.5206,-4.05,80,0,2.57,TR,1706670916
311,coquimbo,-29.9533,-71.3436,17.85,88,100,2.06,CL,1706671025
312,necochea,-38.5473,-58.7368,19.55,90,87,2.5,AR,1706671029
313,kokshetau,53.2775,69.3883,-24.82,84,99,2.0,KZ,1706671004
314,port douglas,-16.4833,145.4667,32.44,64,100,2.93,AU,1706671035
315,bealanana,-14.55,48.7333,17.9,97,45,0.53,MG,1706671044
316,gornopravdinsk,60.05,69.9,-12.7,95,100,3.73,RU,1706671056
317,bako,5.7833,36.5667,21.48,54,100,0.96,ET,1706671060
318,glendive,47.1053,-104.7125,10.1,81,0,2.06,US,1706671064
319,bu'aale,1.0833,42.5833,24.49,84,99,4.11,SO,1706671067
320,mahavelona,-17.6848,49.5087,24.99,82,42,4.1,MG,1706671068
321,ad dabbah,18.05,30.95,12.76,36,34,5.43,SD,1706671072
322,yanbu,24.0891,38.0637,12.02,82,0,1.54,SA,1706671074
323,notodden,59.5594,9.2585,-6.55,92,35,2.29,NO,1706671077
324,puerto aysen,-45.4,-72.7,14.25,99,100,3.07,CL,1706671081
325,damboa,11.156,12.7576,17.91,33,0,3.03,NG,1706671089
326,dwarka,22.2394,68.9678,22.95,75,100,3.76,IN,1706671094
327,sabac,44.7467,19.69,-1.68,69,0,1.93,RS,1706671097
328,saint-francois,46.4154,3.9054,5.36,100,100,1.03,FR,1706671099
329,datong,40.0936,113.2914,-7.46,71,100,2.13,CN,1706670988
330,tuyen quang,21.8233,105.2181,17.38,84,100,0.65,VN,1706671105
331,rongelap,11.1635,166.8941,25.85,76,100,8.56,MH,1706671108
332,al bardiyah,31.7561,25.0865,12.06,58,100,10.05,LY,1706671114
333,letlhakeng,-24.0944,25.0298,21.53,65,7,3.86,BW,1706671117
334,ilebo,-4.3167,20.5833,21.93,99,100,0.81,CD,1706671096
335,vilhena,-12.7406,-60.1458,21.5,92,98,0.83,BR,1706671123
336,al hada,21.3675,40.2869,6.66,81,49,2.06,SA,1706671126
337,rawai,7.7797,98.3253,29.06,63,74,4.37,TH,1706671129
338,bakau,13.4781,-16.6819,22.08,73,95,1.54,GM,1706671132
339,medicine hat,50.0501,-110.6683,9.84,66,75,1.54,CA,1706671138
340,jayapura,-2.5333,140.7,32.66,79,93,3.04,ID,1706671140
341,zaozersk,69.4005,32.4476,0.56,77,100,15.69,RU,1706671144
342,daru,-9.0763,143.2092,28.56,82,100,3.08,PG,1706671146
343,okha,53.5739,142.9478,-17.82,89,99,7.15,RU,1706670981
344,mpulungu,-8.7623,31.1141,21.52,93,100,2.38,ZM,1706671149
345,bardai,11.65,7.2333,18.48,18,47,5.92,NG,1706671152
346,mormugao,15.4,73.8,21.59,83,20,1.54,IN,1706671155
347,santarem,-2.4431,-54.7083,25.07,100,0,2.06,BR,1706671024
348,manokwari,-0.8667,134.0833,28.91,70,99,2.95,ID,1706671160
349,mead,47.7674,-117.3549,5.24,93,0,0.0,US,1706671162
350,igrim,63.1906,64.4162,-13.52,97,100,1.25,RU,1706671165
351,tantou,26.0314,119.5986,17.87,77,75,2.0,CN,1706671168
352,salinopolis,-0.6136,-47.3561,28.06,78,100,6.77,BR,1706671175
353,praya,14.9215,-23.5087,22.3,73,75,5.66,CV,1706671178
354,grand-lahou,5.1367,-5.0242,26.34,86,30,4.08,CI,1706671181
355,santo antonio,-6.3106,-35.4789,24.52,82,4,2.26,BR,1706671184
356,kabalo,-6.05,26.9167,20.7,96,100,0.88,CD,1706671186
357,karratha,-20.7377,116.8463,25.87,81,42,3.08,AU,1706671189
358,kudahuvadhoo,2.6708,72.8944,25.87,83,97,1.56,MV,1706671192
359,suva,-18.1416,178.4415,27.71,83,75,3.6,FJ,1706671034
360,okhotsk,59.3833,143.3,-19.31,79,46,5.92,RU,1706671198
361,walvis bay,-22.9575,14.5053,17.53,100,2,4.12,NA,1706671201
362,leua,48.2156,18.6071,0.83,80,83,1.24,SK,1706671204
363,oranjemund,-28.55,16.4333,17.59,93,8,2.03,NA,1706671208
364,shushtar,32.0455,48.8567,14.42,45,14,2.3,IR,1706671210
365,mejit,10.2753,170.8646,26.21,82,100,8.37,MH,1706671213
366,brasilia,-15.7797,-47.9297,21.51,83,75,3.6,BR,1706670957
367,kirakira,-10.4544,161.9205,28.11,82,100,4.8,SB,1706671220
368,regeneracao,-6.2378,-42.6883,24.39,74,24,0.74,BR,1706671223
369,bhimunipatnam,17.8833,83.4333,22.73,72,5,1.37,IN,1706671226
370,callao,-12.0667,-77.15,26.51,73,75,4.63,PE,1706671229
371,teruel,40.6667,-0.6667,2.0,79,34,0.4,ES,1706671231
372,stuttgart,48.7823,9.177,8.72,87,100,0.51,DE,1706671235
373,fort bragg,35.139,-79.006,8.91,77,100,2.57,US,1706671238
374,east london,-33.0153,27.9116,22.52,88,75,2.57,ZA,1706671241
375,ghimes-faget,46.5833,26.0667,-6.44,89,51,1.46,RO,1706671245
376,kayangel,8.0823,134.7173,27.33,83,41,10.33,PW,1706671248
377,mikhaylovka,50.06,43.2379,-1.83,97,99,1.6,RU,1706671250
378,ampanihy,-24.7,44.75,21.46,82,98,5.23,MG,1706671253
379,acapulco de juarez,16.8634,-99.8901,26.9,78,75,1.03,MX,1706671256
380,kyaikkami,16.08,97.5675,25.35,72,0,2.47,MM,1706671258
381,yuanping,38.7153,112.7575,0.12,54,100,1.03,CN,1706671260
382,port saint john's,-31.6229,29.5448,22.09,94,59,3.87,ZA,1706671261
383,dakhla,23.6848,-15.958,19.36,43,0,4.38,EH,1706671263
384,martapura,-3.4167,114.85,31.05,70,40,2.57,ID,1706671264
385,saryozek,44.3583,77.9753,-7.24,96,100,1.08,KZ,1706670987
386,tarko-sale,64.9225,77.785,-24.16,97,9,5.54,RU,1706671240
387,coari,-4.085,-63.1414,26.66,81,100,0.96,BR,1706671280
388,emerald,-23.5333,148.1667,31.3,70,74,2.28,AU,1706671284
389,nova vicosa,-17.8919,-39.3719,23.84,97,100,1.67,BR,1706671162
390,ta`u,-14.2336,-169.5144,29.15,72,86,3.48,AS,1706671289
391,tsengel,49.4783,100.8894,-22.46,91,50,1.13,MN,1706671295
392,lodeve,43.7167,3.3167,9.84,92,5,1.49,FR,1706671298
393,sovetskiy,61.3614,63.5842,-13.95,98,100,0.89,RU,1706671301
394,port augusta,-32.5,137.7667,26.5,25,0,8.24,AU,1706671079
395,griffith,41.5284,-87.4237,3.96,89,100,6.17,US,1706671307
396,dobczyce,49.8811,20.0894,2.16,79,100,1.91,PL,1706671310
397,kupang,-10.1667,123.5833,31.32,79,75,6.17,ID,1706671313
398,tongliao,43.6125,122.2653,-15.75,63,6,5.82,CN,1706671316
399,ayame,5.6083,-3.1563,23.66,90,14,0.47,CI,1706671320
400,basoko,1.2391,23.616,24.56,67,100,1.32,CD,1706671322
401,zlynka,52.4267,31.7378,-2.43,89,98,2.82,RU,1706671324
402,broken hill,-31.95,141.4333,28.83,20,0,7.78,AU,1706671326
403,caleta de carquin,-11.0925,-77.6267,23.93,81,100,3.47,PE,1706671329
404,mount pearl,47.5166,-52.7813,-5.08,84,100,7.2,CA,1706671331
405,develi,38.3906,35.4922,-2.36,79,79,2.23,TR,1706671334
406,vredendal,-31.6683,18.5012,19.26,75,82,0.62,ZA,1706671337
407,mindelo,16.8901,-24.9804,21.75,78,20,9.26,CV,1706671340
408,kroya,-7.6331,109.2461,27.97,76,78,1.97,ID,1706671343
409,benguela,-12.5763,13.4055,25.54,88,100,2.35,AO,1706671174
410,karyes,37.3,22.5,0.81,90,100,10.23,GR,1706671350
411,east ballina,-28.8667,153.5833,29.33,62,74,4.39,AU,1706671353
412,bridgewater,44.3835,-64.5155,-6.18,73,43,2.57,CA,1706671356
413,vilyuchinsk,52.9306,158.4028,-10.85,61,100,2.38,RU,1706671359
414,tralee,52.2704,-9.7026,6.25,88,100,4.52,IE,1706671256
415,geraldton,-28.7667,114.6,43.23,13,0,7.72,AU,1706671213
416,pont rouge,48.8833,-72.0825,-13.84,96,98,2.23,CA,1706671368
417,tutoia,-2.7619,-42.2744,26.95,86,30,4.72,BR,1706671370
418,farafangana,-22.8167,47.8333,22.92,88,100,3.58,MG,1706671373
419,fukuecho,32.6881,128.8419,13.2,100,75,4.12,JP,1706671376
420,mil'kovo,55.6078,37.7956,-0.73,99,99,1.52,RU,1706671378
421,chengde,40.9725,117.9361,-5.72,36,16,2.5,CN,1706671381
422,salekhard,66.53,66.6019,-16.24,97,100,2.64,RU,1706671385
423,lompoc,34.6391,-120.4579,13.85,86,0,0.89,US,1706671100
424,tual,-5.6667,132.75,28.68,77,100,7.28,ID,1706671390
425,colonia,50.9333,6.95,7.76,85,75,3.6,DE,1706671393
426,piacabucu,-10.4056,-36.4344,25.06,79,0,3.16,BR,1706671393
427,rio gallegos,-51.6226,-69.2181,12.03,54,0,5.66,AR,1706671264
428,thal,35.4791,72.2439,1.17,94,98,1.27,PK,1706671402
429,ed damer,17.5928,33.9592,14.42,31,7,6.42,SD,1706671404
430,springbok,-29.6643,17.8865,20.83,37,2,0.54,ZA,1706671407
431,kenora,49.8167,-94.4337,-0.46,93,40,6.17,CA,1706671410
432,calapan,13.4117,121.1803,26.17,80,75,5.03,PH,1706671412
433,manadhoo,5.7667,73.3833,27.17,78,100,3.93,MV,1706671415
434,taungoo,18.9333,96.4333,25.9,63,23,1.92,MM,1706671418
435,kimbe,-5.5502,150.1429,29.96,70,55,3.1,PG,1706671421
436,touros,-5.1989,-35.4608,27.16,72,13,5.32,BR,1706671367
437,cozumel,20.5083,-86.9458,23.37,70,0,4.63,MX,1706671426
438,usinsk,65.9939,57.5281,-5.52,94,100,4.92,RU,1706671165
439,seydi,39.4816,62.9137,-0.76,70,80,2.52,TM,1706671431
440,grand falls-windsor,48.9332,-55.6649,-18.05,83,7,1.33,CA,1706671433
441,ephraim,39.3597,-111.5863,4.34,65,0,2.88,US,1706671187
442,seeb,23.6703,58.1891,20.05,52,0,1.03,OM,1706671438
443,tonghae,37.5439,129.1069,9.24,33,6,1.46,KR,1706671441
444,oelwein,42.6733,-91.9135,2.63,95,28,1.15,US,1706671444
445,tommot,58.9564,126.2925,-26.74,90,94,2.49,RU,1706671448
446,timaru,-44.4,171.25,21.15,77,0,2.68,NZ,1706671450
447,al quwayrah,29.8004,35.3116,4.0,71,7,0.54,JO,1706671453
448,nizhnesortymskiy,62.4397,71.7603,-21.48,99,97,5.61,RU,1706671456
449,mapastepec,15.4333,-92.9,24.56,63,0,2.75,MX,1706671459
450,sabha,27.0377,14.4283,6.53,66,0,4.05,LY,1706671462
451,morant bay,17.8815,-76.4093,25.79,84,48,3.1,JM,1706671465
452,juan griego,11.0817,-63.9655,27.07,83,36,6.17,VE,1706671468
453,uliastay,47.7417,96.8444,-16.23,75,92,2.38,MN,1706671470
454,slobozia,46.7281,29.7078,-0.26,70,12,1.04,MD,1706671473
455,honiara,-9.4333,159.95,28.09,83,99,4.25,SB,1706671476
456,el calafate,-50.3408,-72.2768,10.98,74,29,3.76,AR,1706671479
457,krutinka,56.0055,71.5113,-20.43,100,94,3.16,RU,1706671481
458,agenebode,7.106,6.6966,25.17,29,74,0.7,NG,1706671484
459,arteche,12.2645,125.4048,27.6,69,95,6.6,PH,1706671488
460,guerrero negro,27.9769,-114.0611,18.25,64,0,3.71,MX,1706671490
461,sainte-anne-des-monts,49.124,-66.4924,-15.07,78,50,5.14,CA,1706671494
462,naze,28.3667,129.4833,20.51,81,98,7.44,JP,1706671272
463,yinchuan,38.4681,106.2731,-0.63,32,100,5.19,CN,1706671499
464,coahuayana de hidalgo,18.7,-103.6583,24.11,88,100,1.46,MX,1706671502
465,courtenay,49.6866,-124.9936,9.97,90,100,1.03,CA,1706671503
466,mitu,1.1983,-70.1733,23.79,91,98,1.06,CO,1706671509
467,ariquemes,-9.9133,-63.0408,25.06,86,100,0.34,BR,1706671512
468,sulak,43.2734,47.5146,0.07,80,53,5.19,RU,1706671515
469,inhambane,-23.865,35.3833,23.25,88,3,4.3,MZ,1706671517
470,laurel,39.0993,-76.8483,4.28,76,100,2.57,US,1706671393
471,san antonio de pale,-1.4014,5.6325,27.98,77,100,2.78,GQ,1706671229
472,tete,-16.1564,33.5867,25.05,78,75,2.57,MZ,1706671525
473,knyaze-volkonskoye,48.4642,135.4567,-17.62,81,100,2.24,RU,1706671527
474,queenstown,-31.8976,26.8753,19.57,88,100,0.89,ZA,1706671530
475,rio preto da eva,-2.6994,-59.6997,25.54,85,100,1.48,BR,1706671533
476,manicore,-5.8092,-61.3003,23.37,99,99,1.36,BR,1706671536
477,posto fiscal rolim de moura,-13.0833,-62.2667,27.02,72,100,1.35,BR,1706671378
478,kingston,17.997,-76.7936,25.53,86,20,6.17,JM,1706671542
479,tomatlan,19.9333,-105.25,21.76,94,100,1.05,MX,1706671545
480,saldanha,-33.0117,17.9442,18.03,94,96,2.95,ZA,1706671547
481,ancud,-41.8697,-73.8203,14.18,95,100,2.01,CL,1706671550
482,pangody,65.85,74.4859,-22.37,94,18,6.77,RU,1706671352
483,arauca,7.0847,-70.7591,26.98,78,0,0.0,CO,1706671554
484,nova sintra,14.8667,-24.7167,20.93,61,0,5.0,CV,1706671558
485,xiongzhou,25.1167,114.3,19.3,84,100,0.83,CN,1706671560
486,carutapera,-1.195,-46.02,25.82,87,69,2.56,BR,1706671319
487,west bay,19.3667,-81.4167,23.04,56,75,3.6,KY,1706671565
488,klaksvik,62.2266,-6.589,7.51,90,100,18.1,FO,1706671568
489,dongola,19.1667,30.4833,11.77,38,0,5.28,SD,1706671571
490,sabang,5.8933,95.3214,28.12,76,44,8.67,ID,1706671573
491,kruisfontein,-34.0033,24.7314,19.38,79,100,2.86,ZA,1706671577
492,zayed city,24.3768,54.589,23.33,56,0,2.06,AE,1706671580
493,berdigestyakh,62.0989,126.6992,-24.6,93,100,2.16,RU,1706671583
494,sultanah,24.4926,39.5857,11.25,35,0,0.0,SA,1706671586
495,essaouira,31.5125,-9.77,15.72,31,100,2.57,MA,1706671589
496,leer,53.2316,7.461,5.52,94,100,4.06,DE,1706671592
497,jumla,29.2747,82.1838,4.41,33,0,0.41,NP,1706671595
498,aquin,18.2833,-73.4,23.15,85,26,2.89,HT,1706671598
499,kavaratti,10.5669,72.642,27.55,67,19,2.65,IN,1706671601
500,valle hermoso,25.6667,-97.8333,14.92,66,100,2.85,MX,1706671604
501,tsiombe,-25.3,45.4833,23.28,83,88,5.84,MG,1706671607
502,lakatoro,-16.0999,167.4164,29.2,72,80,1.38,VU,1706671610
503,yemel'yanovo,56.1681,92.6767,-28.55,76,87,0.0,RU,1706671612
504,northam,51.0333,-4.2167,0.37,82,35,3.98,GB,1706671615
505,vila velha,-20.3297,-40.2925,26.97,94,0,3.6,BR,1706671620
506,tepexpan,18.7458,-97.1544,7.67,97,100,1.56,MX,1706671624
507,richmond,37.5538,-77.4603,4.02,78,100,3.6,US,1706671624
508,tromso,69.6496,18.957,3.01,48,20,13.25,NO,1706671629
509,adam,22.3756,57.5233,19.56,59,100,2.35,OM,1706671633
510,zima,53.9202,102.0442,-27.16,96,37,2.14,RU,1706671636
511,luderitz,-26.6481,15.1594,18.41,83,0,3.91,NA,1706671639
512,mount gambier,-37.8333,140.7667,22.15,46,2,4.63,AU,1706671642
513,catia la mar,10.6038,-67.0303,25.11,83,22,2.06,VE,1706671645
514,champerico,14.3,-91.9167,26.15,71,5,1.83,GT,1706671648
515,bakchar,57.0186,82.0711,-13.69,95,100,2.73,RU,1706671653
516,abu zabad,12.35,29.25,15.88,22,39,6.55,SD,1706671657
517,chos malal,-37.3781,-70.2709,20.86,18,0,2.21,AR,1706671662
518,verkhnevilyuysk,63.4453,120.3167,-23.84,96,100,1.83,RU,1706671665
519,prince george,53.9166,-122.753,-0.4,87,0,0.0,CA,1706671509
520,lai chau,22.3997,103.4517,18.86,77,8,1.9,VN,1706671672
521,bereket,39.2446,55.5154,0.65,74,7,2.73,TM,1706671675
522,nikolayevsk-on-amure,53.1406,140.73,-16.54,81,78,4.03,RU,1706671678
523,pacific grove,36.6177,-121.9166,14.45,88,20,3.6,US,1706671681
524,quelimane,-17.8786,36.8883,23.97,94,75,0.0,MZ,1706671683
525,happy valley-goose bay,53.3168,-60.3315,-14.83,56,20,4.63,CA,1706671686
526,valparaiso,-33.0393,-71.6273,19.71,76,40,2.06,CL,1706671537
527,fort st. john,56.2499,-120.8529,4.94,60,20,7.2,CA,1706671692
528,ingeniero guillermo n. juarez,-23.9,-61.85,29.09,42,3,3.39,AR,1706671695
529,ola,59.5833,151.2833,-21.37,82,14,1.99,RU,1706671698
530,opuwo,-18.0607,13.84,23.42,62,99,1.42,NA,1706671701
531,eastham,41.8301,-69.9739,-1.99,69,100,1.54,US,1706671704
532,horsham,51.064,-0.3272,7.36,73,75,2.06,GB,1706671707
533,aripuana,-9.1667,-60.6333,25.21,82,100,0.7,BR,1706671514
534,burutu,5.3509,5.5076,25.68,88,45,1.25,NG,1706671713
535,cotoca,-17.8167,-63.05,24.92,80,45,3.44,BO,1706671715
536,hovd,48.0056,91.6419,-20.27,91,100,0.88,MN,1706671718
537,gashua,12.871,11.0482,17.76,20,2,5.96,NG,1706671721
538,poso,-1.3959,120.7524,30.45,63,61,1.93,ID,1706671724
539,floro,61.5996,5.0328,4.98,87,100,13.38,NO,1706671726
540,saudarkrokur,65.7461,-19.6394,-6.44,87,94,4.58,IS,1706671733
541,carnarvon,-24.8667,113.6333,35.71,39,0,4.55,AU,1706671736
542,bharatpur,27.2167,77.4833,11.95,71,100,2.14,IN,1706671741
543,kachug,53.9606,105.8817,-30.24,95,39,0.8,RU,1706671744
544,reuleuet,5.2167,96.2833,28.31,70,78,1.91,ID,1706671746
545,monte alegre de minas,-18.8706,-48.8808,24.42,38,100,1.39,BR,1706671749
546,fale old settlement,-9.3852,-171.2468,29.66,68,27,1.2,TK,1706671577
547,korla,41.7597,86.1469,-4.61,68,83,1.46,CN,1706671755
548,elk city,35.412,-99.4043,11.12,62,0,1.54,US,1706671581
549,bengkulu,-3.8004,102.2655,28.39,71,100,0.64,ID,1706671762
550,mangrol,21.1167,70.1167,20.88,79,100,3.39,IN,1706671764
551,yueyang,29.3333,113.0919,8.95,95,100,2.28,CN,1706671767
552,mhamid,29.82,-5.72,12.58,45,100,3.66,MA,1706671770
553,pahokee,26.8201,-80.6653,16.68,60,32,5.98,US,1706671603
554,sandnessjoen,66.0217,12.6316,3.29,98,100,16.95,NO,1706671776
555,batyrevo,55.0675,47.6111,-9.53,96,10,3.91,RU,1706671779
556,bandarbeyla,9.4942,50.8122,24.38,70,100,3.85,SO,1706671521
557,poronaysk,49.2167,143.1167,-14.08,84,62,0.78,RU,1706671785
558,tieli,46.95,128.05,-19.02,82,100,2.91,CN,1706671788
559,orcopampa,-15.2661,-72.3417,10.06,74,100,1.49,PE,1706671790
560,gomez farias,23.05,-99.15,15.64,77,96,0.35,MX,1706671792
561,mossel bay,-34.1831,22.146,18.96,88,55,0.33,ZA,1706671795
562,el porvenir,13.7617,-87.3458,19.63,74,4,3.92,HN,1706671798
563,kalispell,48.1958,-114.3129,3.21,95,0,0.0,US,1706671801
564,itoman,26.1247,127.6694,26.43,68,20,7.2,JP,1706671804
565,ushtobe,45.2514,77.9838,-1.46,91,100,3.29,KZ,1706671808
566,viqueque,-8.8673,126.3658,32.63,60,100,2.23,TL,1706671811
567,charters towers,-20.1,146.2667,36.5,38,83,2.53,AU,1706671814
568,ofunato,39.0717,141.7167,9.31,54,88,4.43,JP,1706671817
569,magadan,59.5667,150.8,-21.74,77,6,1.75,RU,1706671648
570,maba,24.6841,113.5984,20.55,22,100,0.59,CN,1706671823
571,kittila,67.6647,24.8936,0.08,64,0,7.72,FI,1706671826
572,i-n-salah,27.1935,2.4607,13.73,38,0,10.02,DZ,1706671828
573,palora,-1.7,-77.9333,20.99,89,89,0.84,EC,1706671832
574,balabac,7.9868,117.0645,28.09,75,37,7.23,PH,1706671835
575,villa canas,-34.0057,-61.6076,22.19,78,4,3.45,AR,1706671838
576,campobello di mazara,37.6358,12.7443,7.7,56,0,2.27,IT,1706671841
577,harper,4.375,-7.7169,26.68,84,85,3.22,LR,1706671844
578,devrekani,41.603,33.8392,-6.06,89,39,1.66,TR,1706671850
579,lazaro cardenas,17.9583,-102.2,25.23,75,100,1.45,MX,1706671852
580,vilyuysk,63.7553,121.6247,-24.01,95,100,1.81,RU,1706671855
581,tres palos,18.1833,-101.6167,22.29,84,100,1.01,MX,1706671858
582,kafir qala,34.6667,61.0667,2.1,64,66,7.81,AF,1706671861
